zip,cityname,lat,lon,weather,temp_f,temp_c,rh,windspeed,visiblity,Observation Time
44118,"Cleveland, OH",41.5,-81.55999756,Clear,24.8,-4,39%,0,10,"March 23, 1:49 AM EDT"
44118,"Cleveland, OH",41.5,-81.55999756,Partly Cloudy,34.5,1.4,20%,1.3,15,"March 24, 7:27 PM EDT"
44119,"Cleveland, OH",41.59000015,-81.55000305,Partly Cloudy,33,0.6,83%,21,20,"March 21, 9:46 PM EDT"
44119,"Cleveland, OH",41.59000015,-81.55000305,Clear,31,-0.6,80%,16,10,"March 22, 3:18 AM EDT"
44119,"Cleveland, OH",41.59000015,-81.55000305,Clear,26,-3.3,89%,3,10,"March 23, 1:49 AM EDT"
44119,"Cleveland, OH",41.59000015,-81.55000305,Partly Cloudy,33,0.6,79%,7,15,"March 24, 7:27 PM EDT"
44120,"Cleveland, OH",41.47000122,-81.58000183,Partly Cloudy,31.9,-0.1,66%,12,10,"March 21, 8:15 PM EDT"
44120,"Cleveland, OH",41.47000122,-81.58000183,Clear,27.8,-2.3,75%,4,10,"March 22, 3:18 AM EDT"
44120,"Cleveland, OH",41.47000122,-81.58000183,Clear,25.1,-3.8,88%,0,10,"March 23, 1:49 AM EDT"
44120,"Cleveland, OH",41.47000122,-81.58000183,Partly Cloudy,34.2,1.2,43%,8,10,"March 24, 7:27 PM EDT"
44121,"Cleveland, OH",41.52999878,-81.52999878,Overcast,32.4,0.2,60%,7.2,20,"March 21, 9:45 PM EDT"
44121,"Cleveland, OH",41.52999878,-81.52999878,Clear,29.5,-1.4,61%,0,10,"March 22, 3:18 AM EDT"
44121,"Cleveland, OH",41.52999878,-81.52999878,Clear,27,-2.8,64%,0,10,"March 23, 1:49 AM EDT"
44121,"Cleveland, OH",41.52999878,-81.52999878,Mostly Cloudy,34.9,1.6,31%,0,15,"March 24, 7:27 PM EDT"
44122,"Beachwood, OH",41.45999908,-81.51000214,Partly Cloudy,30.7,-0.7,70%,9,20,"March 21, 8:17 PM EDT"
44122,"Beachwood, OH",41.45999908,-81.51000214,Clear,25.9,-3.4,81%,2,10,"March 22, 3:18 AM EDT"
44122,"Beachwood, OH",41.45999908,-81.51000214,Clear,21.3,-5.9,90%,0,10,"March 23, 1:49 AM EDT"
44122,"Beachwood, OH",41.45999908,-81.51000214,Partly Cloudy,33.4,0.8,50%,4,15,"March 24, 7:28 PM EDT"
44123,"Euclid, OH",41.59999847,-81.51999664,Partly Cloudy,35,1.7,78%,16,20,"March 21, 8:17 PM EDT"
44123,"Euclid, OH",41.59999847,-81.51999664,Clear,31,-0.6,79%,18,10,"March 22, 3:19 AM EDT"
44123,"Euclid, OH",41.59999847,-81.51999664,Clear,26,-3.3,88%,4,10,"March 23, 1:50 AM EDT"
44123,"Euclid, OH",41.59999847,-81.51999664,Partly Cloudy,33,0.6,79%,6,15,"March 24, 7:28 PM EDT"
44124,"Cleveland, OH",41.50999832,-81.47000122,Partly Cloudy,31.5,-0.3,72%,3.6,20,"March 21, 8:15 PM EDT"
44124,"Cleveland, OH",41.50999832,-81.47000122,Clear,26.6,-3,80%,1.7,10,"March 22, 3:15 AM EDT"
44124,"Cleveland, OH",41.50999832,-81.47000122,Clear,21,-6.1,95%,0,10,"March 23, 1:50 AM EDT"
44124,"Cleveland, OH",41.50999832,-81.47000122,Partly Cloudy,33.9,1.1,49%,2.3,15,"March 24, 7:25 PM EDT"
45067,"Trenton, OH",39.47999954,-84.45999908,Overcast,33.4,0.8,81%,4,10,"March 21, 1:45 PM EDT"
45067,"Trenton, OH",39.47999954,-84.45999908,Clear,26.2,-3.2,83%,0,10,"March 22, 3:19 AM EDT"
45067,"Trenton, OH",39.47999954,-84.45999908,Clear,25.1,-3.8,93%,0,10,"March 23, 1:50 AM EDT"
45067,"Trenton, OH",39.47999954,-84.45999908,Overcast,38.2,3.4,61%,2,10,"March 24, 7:29 PM EDT"
45068,"Waynesville, OH",39.52999878,-84.08999634,Overcast,34.6,1.4,84%,1.1,9,"March 21, 1:45 PM EDT"
45068,"Waynesville, OH",39.52999878,-84.08999634,Clear,26.5,-3.1,86%,0,10,"March 22, 3:15 AM EDT"
45068,"Waynesville, OH",39.52999878,-84.08999634,Clear,25.7,-3.5,88%,0,10,"March 23, 1:50 AM EDT"
45068,"Waynesville, OH",39.52999878,-84.08999634,Overcast,38.1,3.4,58%,2.5,10,"March 24, 7:30 PM EDT"
45069,"West Chester, OH",39.34999847,-84.40000153,Snow,30.1,-1.1,84%,10.4,10,"March 21, 1:45 PM EDT"
45069,"West Chester, OH",39.34999847,-84.40000153,Clear,28.2,-2.1,75%,0,10,"March 22, 3:20 AM EDT"
45069,"West Chester, OH",39.34999847,-84.40000153,Clear,31.2,-0.4,74%,0,10,"March 23, 1:51 AM EDT"
45069,"West Chester, OH",39.34999847,-84.40000153,Overcast,35.8,2.1,69%,3.5,10,"March 24, 7:31 PM EDT"
45070,"West Elkton, OH",39.59000015,-84.55000305,Overcast,34.9,1.6,77%,4.5,10,"March 21, 1:47 PM EDT"
45070,"West Elkton, OH",39.59000015,-84.55000305,Clear,26.8,-2.9,73%,0.9,10,"March 22, 3:20 AM EDT"
45070,"West Elkton, OH",39.59000015,-84.55000305,Clear,32.2,0.1,58%,0,10,"March 23, 1:51 AM EDT"
45070,"West Elkton, OH",39.59000015,-84.55000305,Overcast,36,2.2,56%,4.3,10,"March 24, 7:30 PM EDT"
45071,"West Chester, OH",39.33000183,-84.41000366,Overcast,30.6,-0.8,87%,6.9,10,"March 21, 1:43 PM EDT"
45071,"West Chester, OH",39.33000183,-84.41000366,Clear,21.9,-5.6,85%,0,10,"March 22, 3:18 AM EDT"
45071,"West Chester, OH",39.33000183,-84.41000366,Clear,34.2,1.2,68%,0.9,10,"March 23, 1:51 AM EDT"
45071,"West Chester, OH",39.33000183,-84.41000366,Overcast,35.4,1.9,80%,0.9,10,"March 24, 7:31 PM EDT"
45101,"Aberdeen, OH",38.65999985,-83.76000214,Snow,33.1,0.6,58%,0,10,"March 21, 2:50 PM EDT"
45101,"Aberdeen, OH",38.65999985,-83.76000214,Clear,28,-2.2,68%,0,10,"March 22, 3:20 AM EDT"
45101,"Aberdeen, OH",38.65999985,-83.76000214,Clear,31.1,-0.5,42%,0,10,"March 23, 1:50 AM EDT"
45101,"Aberdeen, OH",38.65999985,-83.76000214,Rain,32.7,0.4,86%,0,10,"March 24, 7:30 PM EDT"
45102,"Amelia, OH",39.02999878,-84.22000122,Overcast,31.8,-0.1,84%,0,10,"March 21, 5:01 PM EDT"
45102,"Amelia, OH",39.02999878,-84.22000122,Clear,22.6,-5.2,96%,0,10,"March 22, 3:20 AM EDT"
45102,"Amelia, OH",39.02999878,-84.22000122,Clear,25.5,-3.6,86%,0,10,"March 23, 1:52 AM EDT"
45102,"Amelia, OH",39.02999878,-84.22000122,Overcast,32.5,0.3,88%,0,10,"March 24, 7:31 PM EDT"
45103,"Batavia, OH",39.08000183,-84.18000031,Overcast,32.1,0.1,88%,1,10,"March 21, 5:00 PM EDT"
45103,"Batavia, OH",39.08000183,-84.18000031,Clear,25.9,-3.4,88%,0,10,"March 22, 3:20 AM EDT"
45103,"Batavia, OH",39.08000183,-84.18000031,Clear,28.4,-2,84%,0,10,"March 23, 1:50 AM EDT"
45103,"Batavia, OH",39.08000183,-84.18000031,Overcast,34.4,1.3,82%,1,10,"March 24, 7:30 PM EDT"
45107,"Blanchester, OH",39.29000092,-83.98999786,Overcast,32.9,0.5,70%,6,10,"March 21, 5:08 PM EDT"
45107,"Blanchester, OH",39.29000092,-83.98999786,Clear,25.5,-3.6,73%,0,10,"March 22, 3:20 AM EDT"
45107,"Blanchester, OH",39.29000092,-83.98999786,Clear,26.6,-3,67%,0,10,"March 23, 1:52 AM EDT"
45107,"Blanchester, OH",39.29000092,-83.98999786,Overcast,35.4,1.9,58%,2,10,"March 24, 7:19 PM EDT"
45111,"Camp Dennison, OH",39.20000076,-84.29000092,Overcast,31.9,-0.1,84%,4,10,"March 21, 2:50 PM EDT"
45111,"Camp Dennison, OH",39.20000076,-84.29000092,Clear,28.1,-2.2,80%,0,10,"March 22, 3:07 AM EDT"
45111,"Camp Dennison, OH",39.20000076,-84.29000092,Clear,27.9,-2.3,82%,0,10,"March 23, 1:39 AM EDT"
45111,"Camp Dennison, OH",39.20000076,-84.29000092,Overcast,34.4,1.3,80%,2,10,"March 24, 7:28 PM EDT"
45112,"Chilo, OH",38.79999924,-84.13999939,Overcast,31.2,-0.4,92%,5,10,"March 21, 2:38 PM EDT"
45112,"Chilo, OH",38.79999924,-84.13999939,Clear,25.2,-3.8,94%,0,10,"March 22, 3:20 AM EDT"
45112,"Chilo, OH",38.79999924,-84.13999939,Clear,25.3,-3.7,91%,0,10,"March 23, 1:52 AM EDT"
45112,"Chilo, OH",38.79999924,-84.13999939,Snow,33.1,0.6,90%,0,10,"March 24, 7:32 PM EDT"
45113,"Clarksville, OH",39.40000153,-83.98000336,Overcast,34.1,1.2,67%,2,10,"March 21, 5:09 PM EDT"
45113,"Clarksville, OH",39.40000153,-83.98000336,Clear,25.6,-3.6,71%,0,10,"March 22, 3:21 AM EDT"
45113,"Clarksville, OH",39.40000153,-83.98000336,Clear,28.7,-1.8,71%,0,10,"March 23, 1:52 AM EDT"
45113,"Clarksville, OH",39.40000153,-83.98000336,Overcast,36.4,2.4,55%,3,10,"March 24, 7:33 PM EDT"
45114,"Cuba, OH",39.36000061,-83.86000061,Overcast,31.9,-0.1,85%,4,10,"March 21, 3:01 PM EDT"
45114,"Cuba, OH",39.36000061,-83.86000061,Clear,21.9,-5.6,88%,7.3,10,"March 22, 3:21 AM EDT"
45114,"Cuba, OH",39.36000061,-83.86000061,Clear,26.2,-3.2,81%,0,10,"March 23, 1:52 AM EDT"
45114,"Cuba, OH",39.36000061,-83.86000061,Overcast,37.4,3,59%,3,10,"March 24, 7:32 PM EDT"
45115,"Decatur, OH",38.81999969,-83.69999695,Snow,31.7,-0.2,93%,4,10,"March 21, 3:03 PM EDT"
45115,"Decatur, OH",38.81999969,-83.69999695,Clear,27.4,-2.6,93%,0,10,"March 22, 3:22 AM EDT"
45115,"Decatur, OH",38.81999969,-83.69999695,Clear,28.3,-2.1,81%,0,10,"March 23, 1:53 AM EDT"
45115,"Decatur, OH",38.81999969,-83.69999695,Overcast,31.8,-0.1,96%,7,10,"March 24, 7:33 PM EDT"
45118,"Fayetteville, OH",39.18999863,-83.93000031,Overcast,33.8,1,80%,0,10,"March 21, 9:37 PM EDT"
45118,"Fayetteville, OH",39.18999863,-83.93000031,Clear,26.6,-3,86%,0,10,"March 22, 3:08 AM EDT"
45118,"Fayetteville, OH",39.18999863,-83.93000031,Clear,27.6,-2.4,86%,0,10,"March 23, 1:40 AM EDT"
45118,"Fayetteville, OH",39.18999863,-83.93000031,Overcast,36,2.2,77%,0,10,"March 24, 7:30 PM EDT"
45119,"Feesburg, OH",38.88000107,-84,Overcast,32,0,94%,0,10,"March 21, 9:47 PM EDT"
45119,"Feesburg, OH",38.88000107,-84,Clear,26.6,-3,96%,0,10,"March 22, 3:22 AM EDT"
45119,"Feesburg, OH",38.88000107,-84,Clear,25.9,-3.4,94%,0,10,"March 23, 1:53 AM EDT"
45119,"Feesburg, OH",38.88000107,-84,Overcast,33.8,1,87%,2,10,"March 24, 7:33 PM EDT"
45120,"Felicity, OH",38.84000015,-84.09999847,Overcast,31.8,-0.1,99%,0,10,"March 21, 8:15 PM EDT"
45120,"Felicity, OH",38.84000015,-84.09999847,Clear,25.7,-3.5,99%,0,10,"March 22, 3:21 AM EDT"
45120,"Felicity, OH",38.84000015,-84.09999847,Clear,27.1,-2.7,97%,0,10,"March 23, 1:53 AM EDT"
45120,"Felicity, OH",38.84000015,-84.09999847,Snow,32,0,99%,0,10,"March 24, 7:33 PM EDT"
45121,"Georgetown, OH",38.86000061,-83.90000153,Overcast,32.4,0.2,89%,0,10,"March 21, 8:16 PM EDT"
45121,"Georgetown, OH",38.86000061,-83.90000153,Clear,26.6,-3,96%,0,10,"March 22, 3:22 AM EDT"
45121,"Georgetown, OH",38.86000061,-83.90000153,Clear,25.9,-3.4,94%,0,10,"March 23, 1:53 AM EDT"
45121,"Georgetown, OH",38.86000061,-83.90000153,Overcast,33.8,1,86%,1,10,"March 24, 7:34 PM EDT"
45122,"Goshen, OH",39.22999954,-84.16000366,Overcast,34.2,1.2,68%,4,10,"March 21, 8:15 PM EDT"
45122,"Goshen, OH",39.22999954,-84.16000366,Clear,22.3,-5.4,87%,0,10,"March 22, 3:23 AM EDT"
45122,"Goshen, OH",39.22999954,-84.16000366,Clear,25.3,-3.7,88%,0,10,"March 23, 1:54 AM EDT"
45122,"Goshen, OH",39.22999954,-84.16000366,Overcast,36,2.2,73%,2,10,"March 24, 7:34 PM EDT"
45123,"Greenfield, OH",39.34999847,-83.38999939,Overcast,35,1.7,72%,6,10,"March 21, 8:07 PM EDT"
45123,"Greenfield, OH",39.34999847,-83.38999939,Partly Cloudy,30,-1.1,81%,2,10,"March 22, 3:07 AM EDT"
45123,"Greenfield, OH",39.34999847,-83.38999939,Clear,24,-4.4,88%,0,10,"March 23, 1:36 AM EDT"
45123,"Greenfield, OH",39.34999847,-83.38999939,Partly Cloudy,37.9,3.3,67%,3.8,10,"March 24, 7:34 PM EDT"
46067,"Sedalia, IN",40.41999817,-86.51000214,Clear,44.8,7.1,44%,4.9,10,"March 21, 1:45 PM EDT"
46067,"Sedalia, IN",40.41999817,-86.51000214,Clear,25,-3.9,62%,1.1,10,"March 22, 3:23 AM EDT"
46067,"Sedalia, IN",40.41999817,-86.51000214,Clear,29.3,-1.5,56%,0,10,"March 23, 1:53 AM EDT"
46067,"Sedalia, IN",40.41999817,-86.51000214,Mostly Cloudy,39.4,4.1,42%,4.5,0.5,"March 24, 7:34 PM EDT"
46068,"Sharpsville, IN",40.38000107,-86.08999634,Partly Cloudy,40.5,4.7,65%,7,10,"March 21, 1:46 PM EDT"
46068,"Sharpsville, IN",40.38000107,-86.08999634,Clear,24.8,-4,98%,4,10,"March 22, 3:23 AM EDT"
46068,"Sharpsville, IN",40.38000107,-86.08999634,Clear,27.9,-2.3,76%,1,10,"March 23, 1:54 AM EDT"
46068,"Sharpsville, IN",40.38000107,-86.08999634,Partly Cloudy,38,3,54,15,10,"March 24, 7:35 PM EDT"
46069,"Sheridan, IN",40.13999939,-86.22000122,Partly Cloudy,37,2.8,59%,16,10,"March 21, 1:35 PM EDT"
46069,"Sheridan, IN",40.13999939,-86.22000122,Clear,23.4,-4.8,85%,5,10,"March 22, 3:23 AM EDT"
46069,"Sheridan, IN",40.13999939,-86.22000122,Clear,29.3,-1.5,65%,1,10,"March 23, 1:54 AM EDT"
46069,"Sheridan, IN",40.13999939,-86.22000122,Mostly Cloudy,33.3,0.7,83%,0.6,10,"March 24, 7:19 PM EDT"
46085,"Fishers, IN",39.95999908,-86.02999878,Overcast,44.4,6.9,45%,7.8,10,"March 21, 4:45 PM EDT"
46085,"Fishers, IN",39.95999908,-86.02999878,Clear,25.3,-3.7,77%,1.7,10,"March 22, 3:24 AM EDT"
46085,"Fishers, IN",39.95999908,-86.02999878,Clear,27.7,-2.4,66%,0,10,"March 23, 1:55 AM EDT"
46085,"Fishers, IN",39.95999908,-86.02999878,Overcast,34,1.1,78%,4.9,6,"March 24, 7:34 PM EDT"
46102,"Advance, IN",40,-86.62000275,Clear,45.9,7.7,41%,13,10,"March 21, 5:04 PM EDT"
46102,"Advance, IN",40,-86.62000275,Clear,24.8,-4,82%,3.7,10,"March 22, 3:24 AM EDT"
46102,"Advance, IN",40,-86.62000275,Clear,27,-2.8,76%,0,10,"March 23, 1:55 AM EDT"
46102,"Advance, IN",40,-86.62000275,Overcast,29.3,-1.5,99%,9.4,10,"March 24, 7:35 PM EDT"
46103,"Amo, IN",39.68999863,-86.61000061,Scattered Clouds,44.1,6.7,35%,9.9,10,"March 21, 2:54 PM EDT"
46103,"Amo, IN",39.68999863,-86.61000061,Clear,27.1,-2.7,67%,5.3,10,"March 22, 3:24 AM EDT"
46103,"Amo, IN",39.68999863,-86.61000061,Clear,29.9,-1.2,60%,0,10,"March 23, 1:44 AM EDT"
46103,"Amo, IN",39.68999863,-86.61000061,Snow,31.3,-0.4,99%,0.2,10,"March 24, 7:34 PM EDT"
46104,"Arlington, IN",39.63999939,-85.56999969,Overcast,39,3.9,60%,8,10,"March 21, 4:07 PM EST"
46104,"Arlington, IN",39.63999939,-85.56999969,Clear,26.1,-3.3,84%,7,10,"March 22, 2:24 AM EST"
46104,"Arlington, IN",39.63999939,-85.56999969,Clear,29.8,-1.2,69%,0,10,"March 23, 12:55 AM EST"
46104,"Arlington, IN",39.63999939,-85.56999969,Snow,30.7,-0.7,97%,7,10,"March 24, 6:35 PM EST"
46105,"Bainbridge, IN",39.75999832,-86.80999756,Clear,46.6,8.1,34%,7.8,10,"March 21, 5:07 PM EDT"
46105,"Bainbridge, IN",39.75999832,-86.80999756,Clear,27.1,-2.7,67%,4.2,10,"March 22, 3:24 AM EDT"
46105,"Bainbridge, IN",39.75999832,-86.80999756,Clear,31.6,-0.2,53%,0,10,"March 23, 1:55 AM EDT"
46105,"Bainbridge, IN",39.75999832,-86.80999756,Snow,30.8,-0.7,89%,0,10,"March 24, 7:36 PM EDT"
46106,"Bargersville, IN",39.52000046,-86.16999817,Partly Cloudy,39.4,4.1,68%,3,10,"March 21, 2:55 PM EDT"
46106,"Bargersville, IN",39.52000046,-86.16999817,Clear,28.6,-1.9,74%,1,10,"March 22, 3:20 AM EDT"
46106,"Bargersville, IN",39.52000046,-86.16999817,Clear,34,1.1,53%,0,10,"March 23, 1:55 AM EDT"
46106,"Bargersville, IN",39.52000046,-86.16999817,Snow,31,-0.6,97%,5,2,"March 24, 7:30 PM EDT"
46107,"Beech Grove, IN",39.72000122,-86.08999634,Partly Cloudy,44.6,7,38%,3,10,"March 21, 5:02 PM EDT"
46107,"Beech Grove, IN",39.72000122,-86.08999634,Clear,29.8,-1.2,67%,2,10,"March 22, 3:20 AM EDT"
46107,"Beech Grove, IN",39.72000122,-86.08999634,Clear,35.5,1.9,50%,0,10,"March 23, 1:52 AM EDT"
46107,"Beech Grove, IN",39.72000122,-86.08999634,Overcast,31,-0.6,94%,2,2,"March 24, 7:34 PM EDT"
46110,"Boggstown, IN",39.56999969,-85.91000366,Mostly Cloudy,42.4,5.8,73%,2,10,"March 21, 5:06 PM EDT"
46110,"Boggstown, IN",39.56999969,-85.91000366,Clear,27.1,-2.7,98%,0,10,"March 22, 3:25 AM EDT"
46110,"Boggstown, IN",39.56999969,-85.91000366,Clear,29.5,-1.4,65%,0,10,"March 23, 1:56 AM EDT"
46110,"Boggstown, IN",39.56999969,-85.91000366,Snow,30.7,-0.7,98%,12,1,"March 24, 7:36 PM EDT"
46111,"Brooklyn, IN",39.54000092,-86.37000275,Scattered Clouds,41.2,5.1,44%,9.2,10,"March 21, 3:01 PM EDT"
46111,"Brooklyn, IN",39.54000092,-86.37000275,Clear,27.1,-2.7,69%,1.1,10,"March 22, 3:25 AM EDT"
46111,"Brooklyn, IN",39.54000092,-86.37000275,Clear,26.6,-3,87%,0,10,"March 23, 1:56 AM EDT"
46111,"Brooklyn, IN",39.54000092,-86.37000275,Snow,29.8,-1.2,99%,4,2,"March 24, 7:37 PM EDT"
46112,"Brownsburg, IN",39.84000015,-86.40000153,Clear,49.8,9.9,34%,5,10,"March 21, 5:05 PM EDT"
46112,"Brownsburg, IN",39.84000015,-86.40000153,Clear,25.6,-3.6,75%,2,10,"March 22, 3:25 AM EDT"
46112,"Brownsburg, IN",39.84000015,-86.40000153,Clear,28.1,-2.2,70%,1,10,"March 23, 1:55 AM EDT"
46112,"Brownsburg, IN",39.84000015,-86.40000153,Overcast,30.6,-0.8,82%,3,4,"March 24, 7:30 PM EDT"
46113,"Camby, IN",39.65999985,-86.31999969,Partly Cloudy,47.5,8.6,27%,0.7,10,"March 21, 5:10 PM EDT"
46113,"Camby, IN",39.65999985,-86.31999969,Clear,23.9,-4.5,82%,0,10,"March 22, 3:26 AM EDT"
46113,"Camby, IN",39.65999985,-86.31999969,Clear,27.7,-2.4,68%,0,10,"March 23, 1:57 AM EDT"
46113,"Camby, IN",39.65999985,-86.31999969,Snow,30.7,-0.7,99%,1.8,2,"March 24, 7:37 PM EDT"
46115,"Carthage, IN",39.74000168,-85.56999969,Overcast,37.2,2.9,21%,8.1,10,"March 21, 3:03 PM EDT"
46115,"Carthage, IN",39.74000168,-85.56999969,Clear,29.5,-1.4,5%,0,10,"March 22, 3:26 AM EDT"
46115,"Carthage, IN",39.74000168,-85.56999969,Clear,34.3,1.3,51%,0,10,"March 23, 1:57 AM EDT"
46115,"Carthage, IN",39.74000168,-85.56999969,Overcast,36.7,2.6,-999%,11,1,"March 24, 7:38 PM EDT"
46117,"Charlottesville, IN",39.81999969,-85.61000061,Clear,41.5,5.3,56%,3.1,10,"March 21, 7:40 PM EDT"
46117,"Charlottesville, IN",39.81999969,-85.61000061,Clear,28.4,-2,71%,0,10,"March 22, 3:26 AM EDT"
46117,"Charlottesville, IN",39.81999969,-85.61000061,Clear,32.7,0.4,56%,0,10,"March 23, 1:57 AM EDT"
46117,"Charlottesville, IN",39.81999969,-85.61000061,Overcast,34.5,1.4,68%,4.3,10,"March 24, 7:38 PM EDT"
46118,"Clayton, IN",39.68999863,-86.51999664,Clear,34.5,1.4,62%,0,10,"March 21, 9:51 PM EDT"
46118,"Clayton, IN",39.68999863,-86.51999664,Clear,25.5,-3.6,91%,0,10,"March 22, 3:26 AM EDT"
46118,"Clayton, IN",39.68999863,-86.51999664,Clear,29.8,-1.2,64%,0,10,"March 23, 1:57 AM EDT"
46118,"Clayton, IN",39.68999863,-86.51999664,Snow,29.7,-1.3,15%,0,2,"March 24, 7:38 PM EDT"
46120,"Cloverdale, IN",39.50999832,-86.79000092,Clear,38.5,3.6,53%,2.9,10,"March 21, 9:50 PM EDT"
46120,"Cloverdale, IN",39.50999832,-86.79000092,Clear,29.1,-1.6,66%,0,10,"March 22, 3:26 AM EDT"
46120,"Cloverdale, IN",39.50999832,-86.79000092,Clear,32.4,0.2,80%,0,10,"March 23, 1:57 AM EDT"
46120,"Cloverdale, IN",39.50999832,-86.79000092,Ice Pellets,31.5,-0.3,95%,6,3,"March 24, 7:37 PM EDT"
46121,"Coatesville, IN",39.68999863,-86.66999817,Clear,34.7,1.5,56%,3.7,10,"March 21, 9:48 PM EDT"
46121,"Coatesville, IN",39.68999863,-86.66999817,Clear,27.1,-2.7,68%,3.2,10,"March 22, 3:26 AM EDT"
46121,"Coatesville, IN",39.68999863,-86.66999817,Clear,29.9,-1.2,60%,0,10,"March 23, 1:44 AM EDT"
46121,"Coatesville, IN",39.68999863,-86.66999817,Snow,30.1,-1.1,94%,7,3,"March 24, 7:33 PM EDT"
46122,"Danville, IN",39.75999832,-86.52999878,Clear,39.7,4.3,69%,1.1,10,"March 21, 8:16 PM EDT"
46122,"Danville, IN",39.75999832,-86.52999878,Clear,27.1,-2.7,67%,3.6,10,"March 22, 3:26 AM EDT"
46122,"Danville, IN",39.75999832,-86.52999878,Clear,30.2,-1,70%,0,10,"March 23, 1:57 AM EDT"
46122,"Danville, IN",39.75999832,-86.52999878,Snow,31.3,-0.4,99%,0,3,"March 24, 7:38 PM EDT"
46123,"Avon, IN",39.75999832,-86.40000153,Clear,41.2,5.1,24%,4.3,10,"March 21, 8:15 PM EDT"
46123,"Avon, IN",39.75999832,-86.40000153,Clear,27,-2.8,28%,1.1,10,"March 22, 3:27 AM EDT"
46123,"Avon, IN",39.75999832,-86.40000153,Clear,29.1,-1.6,73%,0,10,"March 23, 1:33 AM EDT"
46123,"Avon, IN",39.75999832,-86.40000153,Overcast,30.1,-1.1,95%,0,3,"March 24, 7:33 PM EDT"
46124,"Edinburgh, IN",39.34999847,-85.97000122,Clear,38.6,3.7,55%,9,10,"March 21, 9:45 PM EDT"
46124,"Edinburgh, IN",39.34999847,-85.97000122,Clear,27.9,-2.3,75%,2,10,"March 22, 3:16 AM EDT"
46124,"Edinburgh, IN",39.34999847,-85.97000122,Clear,27.5,-2.5,86%,0,10,"March 23, 1:49 AM EDT"
46124,"Edinburgh, IN",39.34999847,-85.97000122,Snow,31.7,-0.2,95%,10,3,"March 24, 7:24 PM EDT"
47102,"Austin, IN",38.75999832,-85.80999756,Mostly Cloudy,38.2,3.4,70%,3,10,"March 21, 5:04 PM EDT"
47102,"Austin, IN",38.75999832,-85.80999756,Clear,24.3,-4.3,94%,0,0.2,"March 22, 3:27 AM EDT"
47102,"Austin, IN",38.75999832,-85.80999756,Clear,29.2,-1.6,88%,0,10,"March 23, 1:58 AM EDT"
47102,"Austin, IN",38.75999832,-85.80999756,Rain,33.4,0.8,95%,1,3,"March 24, 7:39 PM EDT"
47104,"Bethlehem, IN",38.54000092,-85.41999817,Overcast,33.4,0.8,88%,5,10,"March 21, 5:00 PM EDT"
47104,"Bethlehem, IN",38.54000092,-85.41999817,Clear,29.9,-1.2,89%,2,0.2,"March 22, 3:20 AM EDT"
47104,"Bethlehem, IN",38.54000092,-85.41999817,Clear,33.9,1.1,64%,0,10,"March 23, 1:50 AM EDT"
47104,"Bethlehem, IN",38.54000092,-85.41999817,Rain,33.1,0.6,95%,7,9,"March 24, 7:30 PM EDT"
47106,"Borden, IN",38.47000122,-85.94999695,Overcast,39.7,4.3,84%,4.3,10,"March 21, 5:05 PM EDT"
47106,"Borden, IN",38.47000122,-85.94999695,Clear,29.8,-1.2,80%,0,0.2,"March 22, 3:27 AM EDT"
47106,"Borden, IN",38.47000122,-85.94999695,Clear,35.1,1.7,63%,2.2,10,"March 23, 1:58 AM EDT"
47106,"Borden, IN",38.47000122,-85.94999695,Rain,33.4,0.8,99%,14.1,9,"March 24, 7:39 PM EDT"
47107,"Bradford, IN",38.36999893,-86.05999756,Overcast,37.8,3.2,83%,9.8,10,"March 21, 5:07 PM EDT"
47107,"Bradford, IN",38.36999893,-86.05999756,Clear,27.3,-2.6,91%,0,10,"March 22, 3:28 AM EDT"
47107,"Bradford, IN",38.36999893,-86.05999756,Partly Cloudy,32,0,87%,2.5,10,"March 23, 1:59 AM EDT"
47107,"Bradford, IN",38.36999893,-86.05999756,Rain,34.5,1.4,99%,10.5,7,"March 24, 7:40 PM EDT"
47108,"Campbellsburg, IN",38.65000153,-86.26000214,Overcast,37.6,3.1,34%,0,10,"March 21, 2:56 PM EDT"
47108,"Campbellsburg, IN",38.65000153,-86.26000214,Clear,22.3,-5.4,54%,0,10,"March 22, 3:28 AM EDT"
47108,"Campbellsburg, IN",38.65000153,-86.26000214,Clear,30.4,-0.9,48%,0,10,"March 23, 1:59 AM EDT"
47108,"Campbellsburg, IN",38.65000153,-86.26000214,Rain,34,1.1,55%,2.5,3,"March 24, 7:40 PM EDT"
47110,"Central, IN",38.09999847,-86.19000244,Overcast,37.5,3.1,77%,2,10,"March 21, 4:55 PM EDT"
47110,"Central, IN",38.09999847,-86.19000244,Clear,25.6,-3.6,90%,0,10,"March 22, 3:27 AM EDT"
47110,"Central, IN",38.09999847,-86.19000244,Partly Cloudy,29.6,-1.3,90%,0,10,"March 23, 1:59 AM EDT"
47110,"Central, IN",38.09999847,-86.19000244,Rain,36.8,2.7,89%,11,2,"March 24, 7:34 PM EDT"
47111,"Charlestown, IN",38.45000076,-85.66999817,Overcast,37.8,3.2,74%,3.4,10,"March 21, 5:08 PM EDT"
47111,"Charlestown, IN",38.45000076,-85.66999817,Clear,21,-6.1,99%,0,0.2,"March 22, 3:28 AM EDT"
47111,"Charlestown, IN",38.45000076,-85.66999817,Clear,28.4,-2,93%,0,10,"March 23, 1:59 AM EDT"
